0.125 1e-06 0.784472 7.351e-06 1.0925e-05 0.0343179 0.0343179 0.0274543 0.0442421
0.125 1.25893e-06 0.773265 9.06691e-06 1.34682e-05 0.0342387 0.0342387 0.027391 0.0441425
0.125 1.58489e-06 0.761963 1.11823e-05 1.66025e-05 0.0341699 0.0341699 0.0273359 0.0440567
0.125 1.99526e-06 0.750631 1.37898e-05 2.0465e-05 0.0341135 0.0341135 0.0272908 0.0439875
0.125 2.51189e-06 0.739337 1.70036e-05 2.52251e-05 0.0340716 0.0340716 0.0272573 0.043938
0.125 3.16228e-06 0.72814 2.09644e-05 3.10911e-05 0.0340461 0.0340461 0.0272368 0.0439105
0.125 3.98107e-06 0.717095 2.58451e-05 3.83201e-05 0.034038 0.034038 0.0272304 0.0439069
0.125 5.01187e-06 0.706262 3.18589e-05 4.72289e-05 0.0340489 0.0340489 0.0272391 0.0439291
0.125 6.30957e-06 0.695703 3.92679e-05 5.82084e-05 0.0340798 0.0340798 0.0272639 0.0439793
0.125 7.94328e-06 0.685484 4.83948e-05 7.17413e-05 0.0341322 0.0341322 0.0273058 0.0440594
0.125 1e-05 0.675674 5.96369e-05 8.84305e-05 0.0342072 0.0342072 0.0273658 0.0441715
0.125 1.25893e-05 0.66635 7.34828e-05 0.000108988 0.034306 0.034306 0.0274448 0.044318
0.125 1.58489e-05 0.65759 9.05338e-05 0.000134329 0.0344296 0.0344296 0.0275437 0.0445009
0.125 1.99526e-05 0.649481 0.00011153 0.00016557 0.0345792 0.0345792 0.0276633 0.0447227
0.125 2.51189e-05 0.642112 0.000137381 0.00020409 0.0347555 0.0347555 0.0278044 0.0449856
0.125 3.16228e-05 0.635581 0.000169207 0.000251593 0.0349592 0.0349592 0.0279674 0.0452923
0.125 3.98107e-05 0.629991 0.000208386 0.000310186 0.0351911 0.0351911 0.0281529 0.0456455
0.125 5.01187e-05 0.62545 0.000256613 0.000382475 0.0354514 0.0354514 0.0283611 0.046048
0.125 6.30957e-05 0.622076 0.000315974 0.000471687 0.0357404 0.0357404 0.0285924 0.0465031
0.125 7.94328e-05 0.619989 0.000389036 0.000581815 0.0360582 0.0360582 0.0288465 0.0470144
0.125 0.0001 0.619317 0.00047896 0.000717813 0.0364044 0.0364044 0.0291235 0.0475861
0.125 0.000125893 0.620193 0.000589638 0.000885825 0.0367787 0.0367787 0.0294229 0.0482233
0.125 0.000158489 0.622753 0.000725866 0.00109348 0.0371804 0.0371804 0.0297443 0.0489321
0.125 0.000199526 0.627134 0.000893556 0.00135025 0.0376085 0.0376085 0.0300868 0.0497198
0.125 0.000251189 0.633475 0.0011 0.00166793 0.0380621 0.0380621 0.0304496 0.0505955
0.125 0.000316228 0.641908 0.00135422 0.00206121 0.0385396 0.0385396 0.0308317 0.0515707
0.125 0.000398107 0.652559 0.00166735 0.00254837 0.0390395 0.0390395 0.0312316 0.0526597
0.125 0.000501187 0.665541 0.00205321 0.00315224 0.0395599 0.0395599 0.0316479 0.0538802
0.125 0.000630957 0.680946 0.00252894 0.0039013 0.0400983 0.0400983 0.0320787 0.0552547
0.125 0.000794328 0.698837 0.00311588 0.00483115 0.040652 0.040652 0.0325216 0.0568109
0.125 0.001 0.719238 0.0038407 0.00598627 0.0412172 0.0412172 0.0329737 0.0585838
0.125 0.00125893 0.742125 0.00473678 0.0074223 0.0417891 0.0417891 0.0334313 0.0606166
0.125 0.00158489 0.767404 0.0058462 0.00920877 0.0423615 0.0423615 0.0338892 0.0629631
0.125 0.00199526 0.794902 0.00722218 0.0114326 0.0429258 0.0429258 0.0343406 0.0656904
0.125 0.00251189 0.82434 0.00893249 0.0142021 0.0434707 0.0434707 0.0347766 0.0688815
0.125 0.00316228 0.855318 0.011064 0.0176524 0.043981 0.043981 0.0351848 0.0726401
0.125 0.00398107 0.887283 0.0137289 0.0219509 0.0444367 0.0444367 0.0355493 0.077096
0.125 0.00501187 0.919507 0.017073 0.0273045 0.044812 0.044812 0.0358496 0.0824119
0.125 0.00630957 0.951062 0.0212879 0.0339667 0.0450745 0.0450745 0.0360596 0.088793
0.125 0.00794328 0.980798 0.0266265 0.0422454 0.0451843 0.0451843 0.0361474 0.0964997
0.125 0.01 1.00733 0.0334258 0.0525091 0.0450939 0.0450939 0.0360751 0.105863
0.125 0.0125893 1.02903 0.0421369 0.0651904 0.0447491 0.0447491 0.0357993 0.117303
0.125 0.0158489 1.04407 0.0533666 0.0807822 0.0440909 0.0440909 0.0352727 0.131355
0.125 0.0199526 1.05046 0.0679316 0.0998227 0.0430585 0.0430585 0.0344468 0.148694
0.125 0.0251189 1.04614 0.0869288 0.122859 0.0415946 0.0415946 0.0332757 0.170159
0.125 0.0316228 1.02917 0.111821 0.150376 0.0396522 0.0396522 0.0317217 0.196772
0.125 0.0398107 0.997842 0.144528 0.182678 0.037202 0.037202 0.0297616 0.22973
0.125 0.0501187 0.951007 0.187515 0.219698 0.0342418 0.0342418 0.0273934 0.270363
0.125 0.0630957 0.888256 0.243813 0.260715 0.0308044 0.0308044 0.0246435 0.319997
0.125 0.0794328 0.810176 0.316903 0.303971 0.0269632 0.0269632 0.0215705 0.379682
0.125 0.1 0.718497 0.410284 0.346217 0.0228349 0.0228349 0.0182679 0.44971
0.125 0.125893 0.616146 0.526449 0.382279 0.0185763 0.0185763 0.014861 0.528791
0.125 0.158489 0.507169 0.664864 0.404892 0.0143756 0.0143756 0.0115005 0.612837
0.125 0.199526 0.39654 0.818455 0.405247 0.010438 0.010438 0.00835044 0.693288
